"","Index","From.Date","To.Date","NOx"
"2021-01-01 18:30:00"," 283","2021-01-01 18:30:00","2021-01-01 18:45:00","286.294787052436"
"2021-01-01 18:45:00"," 284","2021-01-01 18:45:00","2021-01-01 19:00:00","338.719634276301"
"2021-01-01 19:00:00"," 285","2021-01-01 19:00:00","2021-01-01 19:15:00","455.920271453052"
"2021-01-01 19:15:00"," 286","2021-01-01 19:15:00","2021-01-01 19:30:00","404.509471138028"
"2021-01-01 19:30:00"," 287","2021-01-01 19:30:00","2021-01-01 19:45:00","421.188269552342"
"2021-01-01 19:45:00"," 288","2021-01-01 19:45:00","2021-01-01 20:00:00","443.506063813126"
"2021-01-01 20:00:00"," 289","2021-01-01 20:00:00","2021-01-01 20:15:00","466.294091034277"
"2021-01-01 20:15:00"," 290","2021-01-01 20:15:00","2021-01-01 20:30:00","489.124017979585"
"2021-01-01 20:30:00"," 291","2021-01-01 20:30:00","2021-01-01 20:45:00","488.046184366643"
"2021-01-01 20:45:00"," 292","2021-01-01 20:45:00","2021-01-01 21:00:00","489.445347012558"
"2021-01-01 21:00:00"," 293","2021-01-01 21:00:00","2021-01-01 21:15:00","491.203875018554"
"2021-01-01 21:15:00"," 294","2021-01-01 21:15:00","2021-01-01 21:30:00","493.120815959558"
"2021-01-01 21:30:00"," 295","2021-01-01 21:30:00","2021-01-01 21:45:00","490.474400332114"
"2021-01-01 21:45:00"," 296","2021-01-01 21:45:00","2021-01-01 22:00:00","487.585244892975"
"2021-01-01 22:00:00"," 297","2021-01-01 22:00:00","2021-01-01 22:15:00","484.788434121756"
"2021-01-01 22:15:00"," 298","2021-01-01 22:15:00","2021-01-01 22:30:00","482.092974169918"
"2021-01-01 22:30:00"," 299","2021-01-01 22:30:00","2021-01-01 22:45:00","416.339129826482"
"2021-01-01 22:45:00"," 300","2021-01-01 22:45:00","2021-01-01 23:00:00","326.661373245276"
"2021-01-01 23:00:00"," 301","2021-01-01 23:00:00","2021-01-01 23:15:00","253.291292745764"
"2021-01-01 23:15:00"," 302","2021-01-01 23:15:00","2021-01-01 23:30:00","158.253426581052"
"2021-01-01 23:30:00"," 303","2021-01-01 23:30:00","2021-01-01 23:45:00","118.431707782101"
"2021-01-01 23:45:00"," 304","2021-01-01 23:45:00","2021-01-02 00:00:00","96.5819892356013"
"2021-01-02"," 305","2021-01-02 00:00:00","2021-01-02 00:15:00","76.0558233269696"
"2021-01-02 00:15:00"," 306","2021-01-02 00:15:00","2021-01-02 00:30:00","68.2632198735064"
"2021-01-02 00:30:00"," 307","2021-01-02 00:30:00","2021-01-02 00:45:00","60.5073932228112"
"2021-01-02 00:45:00"," 308","2021-01-02 00:45:00","2021-01-02 01:00:00","52.5640558340134"
"2021-01-02 01:00:00"," 309","2021-01-02 01:00:00","2021-01-02 01:15:00","49.6090155322745"
"2021-01-02 01:15:00"," 310","2021-01-02 01:15:00","2021-01-02 01:30:00","47.2738735051314"
"2021-01-02 01:30:00"," 311","2021-01-02 01:30:00","2021-01-02 01:45:00","48.2433932927425"
"2021-01-02 01:45:00"," 312","2021-01-02 01:45:00","2021-01-02 02:00:00","46.5958715245799"
"2021-01-02 02:00:00"," 313","2021-01-02 02:00:00","2021-01-02 02:15:00","40.2389838875292"
"2021-01-02 02:15:00"," 314","2021-01-02 02:15:00","2021-01-02 02:30:00","41.0416074488801"
"2021-01-02 02:30:00"," 315","2021-01-02 02:30:00","2021-01-02 02:45:00","38.7182644662848"
"2021-01-02 02:45:00"," 316","2021-01-02 02:45:00","2021-01-02 03:00:00","38.0241191247934"
"2021-01-02 03:00:00"," 317","2021-01-02 03:00:00","2021-01-02 03:15:00","34.4733787679187"
"2021-01-02 03:15:00"," 318","2021-01-02 03:15:00","2021-01-02 03:30:00","30.267353196699"
"2021-01-02 03:30:00"," 319","2021-01-02 03:30:00","2021-01-02 03:45:00","27.7398489115387"
"2021-01-02 03:45:00"," 320","2021-01-02 03:45:00","2021-01-02 04:00:00","24.1481450269074"
"2021-01-02 04:00:00"," 321","2021-01-02 04:00:00","2021-01-02 04:15:00","25.5164500247513"
"2021-01-02 04:15:00"," 322","2021-01-02 04:15:00","2021-01-02 04:30:00","25.5757635911873"
"2021-01-02 04:30:00"," 323","2021-01-02 04:30:00","2021-01-02 04:45:00","22.6650687314872"
"2021-01-02 04:45:00"," 324","2021-01-02 04:45:00","2021-01-02 05:00:00","25.7394578124395"
"2021-01-02 05:00:00"," 325","2021-01-02 05:00:00","2021-01-02 05:15:00","26.8106379176864"
"2021-01-02 05:15:00"," 326","2021-01-02 05:15:00","2021-01-02 05:30:00","27.6869529227532"
"2021-01-02 05:30:00"," 327","2021-01-02 05:30:00","2021-01-02 05:45:00","31.6399582594813"
"2021-01-02 05:45:00"," 328","2021-01-02 05:45:00","2021-01-02 06:00:00","30.8292567293448"
"2021-01-02 06:00:00"," 329","2021-01-02 06:00:00","2021-01-02 06:15:00","30.9455335319874"
"2021-01-02 06:15:00"," 330","2021-01-02 06:15:00","2021-01-02 06:30:00","31.1308980473828"
"2021-01-02 06:30:00"," 331","2021-01-02 06:30:00","2021-01-02 06:45:00","37.6958638766369"
"2021-01-02 06:45:00"," 332","2021-01-02 06:45:00","2021-01-02 07:00:00","40.4355151108027"
"2021-01-02 07:00:00"," 333","2021-01-02 07:00:00","2021-01-02 07:15:00","45.1819633027831"
"2021-01-02 07:15:00"," 334","2021-01-02 07:15:00","2021-01-02 07:30:00","50.0597313914059"
"2021-01-02 07:30:00"," 335","2021-01-02 07:30:00","2021-01-02 07:45:00","52.094564732648"
"2021-01-02 07:45:00"," 336","2021-01-02 07:45:00","2021-01-02 08:00:00","54.481890789338"
"2021-01-02 08:00:00"," 337","2021-01-02 08:00:00","2021-01-02 08:15:00","64.3958977961296"
"2021-01-02 08:15:00"," 338","2021-01-02 08:15:00","2021-01-02 08:30:00","65.603672771996"
"2021-01-02 08:30:00"," 339","2021-01-02 08:30:00","2021-01-02 08:45:00","62.7088275340767"
"2021-01-02 08:45:00"," 340","2021-01-02 08:45:00","2021-01-02 09:00:00","67.4202901644424"
"2021-01-02 09:00:00"," 341","2021-01-02 09:00:00","2021-01-02 09:15:00","57.2431007645431"
"2021-01-02 09:15:00"," 342","2021-01-02 09:15:00","2021-01-02 09:30:00","51.1217721307354"
"2021-01-02 09:30:00"," 343","2021-01-02 09:30:00","2021-01-02 09:45:00","53.1830285085944"
"2021-01-02 09:45:00"," 344","2021-01-02 09:45:00","2021-01-02 10:00:00","53.723622768865"
"2021-01-02 10:00:00"," 345","2021-01-02 10:00:00","2021-01-02 10:15:00","54.1340378602802"
"2021-01-02 10:15:00"," 346","2021-01-02 10:15:00","2021-01-02 10:30:00","54.5300644494649"
"2021-01-02 10:30:00"," 347","2021-01-02 10:30:00","2021-01-02 10:45:00","54.9218868109147"
"2021-01-02 10:45:00"," 348","2021-01-02 10:45:00","2021-01-02 11:00:00","54.0201907377108"
"2021-01-02 11:00:00"," 349","2021-01-02 11:00:00","2021-01-02 11:15:00","53.0218983679776"
"2021-01-02 11:15:00"," 350","2021-01-02 11:15:00","2021-01-02 11:30:00","55.9693528021906"
"2021-01-02 11:30:00"," 351","2021-01-02 11:30:00","2021-01-02 11:45:00","52.1988671949409"
"2021-01-02 11:45:00"," 352","2021-01-02 11:45:00","2021-01-02 12:00:00","49.0835902400965"
"2021-01-02 12:00:00"," 353","2021-01-02 12:00:00","2021-01-02 12:15:00","46.0463885384974"
"2021-01-02 12:15:00"," 354","2021-01-02 12:15:00","2021-01-02 12:30:00","43.0355294683172"
"2021-01-02 12:30:00"," 355","2021-01-02 12:30:00","2021-01-02 12:45:00","40.0434210401167"
"2021-01-02 12:45:00"," 356","2021-01-02 12:45:00","2021-01-02 13:00:00","48.8530694103875"
"2021-01-02 13:00:00"," 357","2021-01-02 13:00:00","2021-01-02 13:15:00","38.6650710316338"
"2021-01-02 13:15:00"," 358","2021-01-02 13:15:00","2021-01-02 13:30:00","41.7208047787562"
"2021-01-02 13:30:00"," 359","2021-01-02 13:30:00","2021-01-02 13:45:00","39.3900181887721"
"2021-01-02 13:45:00"," 360","2021-01-02 13:45:00","2021-01-02 14:00:00","42.5732107843438"
"2021-01-02 14:00:00"," 361","2021-01-02 14:00:00","2021-01-02 14:15:00","41.8838750624112"
"2021-01-02 14:15:00"," 362","2021-01-02 14:15:00","2021-01-02 14:30:00","43.4125989978541"
"2021-01-02 14:30:00"," 363","2021-01-02 14:30:00","2021-01-02 14:45:00","45.7870541262068"
"2021-01-02 14:45:00"," 364","2021-01-02 14:45:00","2021-01-02 15:00:00","48.2084688788312"
"2021-01-02 15:00:00"," 365","2021-01-02 15:00:00","2021-01-02 15:15:00","48.0819629106489"
"2021-01-02 15:15:00"," 366","2021-01-02 15:15:00","2021-01-02 15:30:00","49.7987904579843"
"2021-01-02 15:30:00"," 367","2021-01-02 15:30:00","2021-01-02 15:45:00","57.6947721742512"
"2021-01-02 15:45:00"," 368","2021-01-02 15:45:00","2021-01-02 16:00:00","75.4814344244581"
"2021-01-02 16:00:00"," 369","2021-01-02 16:00:00","2021-01-02 16:15:00","75.4294884027183"
"2021-01-02 16:15:00"," 370","2021-01-02 16:15:00","2021-01-02 16:30:00","91.197773500019"
"2021-01-02 16:30:00"," 371","2021-01-02 16:30:00","2021-01-02 16:45:00","138.15545222123"
"2021-01-02 16:45:00"," 372","2021-01-02 16:45:00","2021-01-02 17:00:00","105.186247414933"
"2021-01-02 17:00:00"," 373","2021-01-02 17:00:00","2021-01-02 17:15:00","114.874780778048"
"2021-01-02 17:15:00"," 374","2021-01-02 17:15:00","2021-01-02 17:30:00","169.409864648177"
"2021-01-02 17:30:00"," 375","2021-01-02 17:30:00","2021-01-02 17:45:00","250.855737648061"
"2021-01-02 17:45:00"," 376","2021-01-02 17:45:00","2021-01-02 18:00:00","303.41755105877"
"2021-01-02 18:00:00"," 377","2021-01-02 18:00:00","2021-01-02 18:15:00","369.049424536158"
"2021-01-02 18:15:00"," 378","2021-01-02 18:15:00","2021-01-02 18:30:00","440.880021019379"
"2021-01-02 18:30:00"," 379","2021-01-02 18:30:00","2021-01-02 18:45:00","375.738322679349"
"2021-01-02 18:45:00"," 380","2021-01-02 18:45:00","2021-01-02 19:00:00","409.899717429815"
"2021-01-02 19:00:00"," 381","2021-01-02 19:00:00","2021-01-02 19:15:00","449.949437116702"
"2021-01-02 19:15:00"," 382","2021-01-02 19:15:00","2021-01-02 19:30:00","382.326162822995"
"2021-01-02 19:30:00"," 383","2021-01-02 19:30:00","2021-01-02 19:45:00","352.998914057845"
"2021-01-02 19:45:00"," 384","2021-01-02 19:45:00","2021-01-02 20:00:00","440.166148439776"
"2021-01-02 20:00:00"," 385","2021-01-02 20:00:00","2021-01-02 20:15:00","454.52430512617"
"2021-01-02 20:15:00"," 386","2021-01-02 20:15:00","2021-01-02 20:30:00","358.349344409308"
"2021-01-02 20:30:00"," 387","2021-01-02 20:30:00","2021-01-02 20:45:00","373.361985550704"
"2021-01-02 20:45:00"," 388","2021-01-02 20:45:00","2021-01-02 21:00:00","395.099625945343"
"2021-01-02 21:00:00"," 389","2021-01-02 21:00:00","2021-01-02 21:15:00","417.218985356489"
"2021-01-02 21:15:00"," 390","2021-01-02 21:15:00","2021-01-02 21:30:00","393.734604847871"
"2021-01-02 21:30:00"," 391","2021-01-02 21:30:00","2021-01-02 21:45:00","340.399284734398"
"2021-01-02 21:45:00"," 392","2021-01-02 21:45:00","2021-01-02 22:00:00","335.087789192833"
"2021-01-02 22:00:00"," 393","2021-01-02 22:00:00","2021-01-02 22:15:00","268.730118438658"
"2021-01-02 22:15:00"," 394","2021-01-02 22:15:00","2021-01-02 22:30:00","210.866335346003"
"2021-01-02 22:30:00"," 395","2021-01-02 22:30:00","2021-01-02 22:45:00","232.387873368702"
"2021-01-02 22:45:00"," 396","2021-01-02 22:45:00","2021-01-02 23:00:00","212.390499695583"
"2021-01-02 23:00:00"," 397","2021-01-02 23:00:00","2021-01-02 23:15:00","131.082352696583"
"2021-01-02 23:15:00"," 398","2021-01-02 23:15:00","2021-01-02 23:30:00","118.681196452171"
"2021-01-02 23:30:00"," 399","2021-01-02 23:30:00","2021-01-02 23:45:00","109.945933677204"
"2021-01-02 23:45:00"," 400","2021-01-02 23:45:00","2021-01-03 00:00:00","85.3536038175215"
"2021-01-03"," 401","2021-01-03 00:00:00","2021-01-03 00:15:00","59.4907301136451"
"2021-01-03 00:15:00"," 402","2021-01-03 00:15:00","2021-01-03 00:30:00","51.139647327686"
"2021-01-03 00:30:00"," 403","2021-01-03 00:30:00","2021-01-03 00:45:00","52.3755567618132"
"2021-01-03 00:45:00"," 404","2021-01-03 00:45:00","2021-01-03 01:00:00","62.3884149328934"
"2021-01-03 01:00:00"," 405","2021-01-03 01:00:00","2021-01-03 01:15:00","60.5603426565109"
"2021-01-03 01:15:00"," 406","2021-01-03 01:15:00","2021-01-03 01:30:00","57.6678163251351"
"2021-01-03 01:30:00"," 407","2021-01-03 01:30:00","2021-01-03 01:45:00","69.2766536226345"
"2021-01-03 01:45:00"," 408","2021-01-03 01:45:00","2021-01-03 02:00:00","74.5787278234205"
"2021-01-03 02:00:00"," 409","2021-01-03 02:00:00","2021-01-03 02:15:00","73.8073287889567"
"2021-01-03 02:15:00"," 410","2021-01-03 02:15:00","2021-01-03 02:30:00","71.0446070075604"
"2021-01-03 02:30:00"," 411","2021-01-03 02:30:00","2021-01-03 02:45:00","72.7838877510983"
"2021-01-03 02:45:00"," 412","2021-01-03 02:45:00","2021-01-03 03:00:00","74.6481436497368"
"2021-01-03 03:00:00"," 413","2021-01-03 03:00:00","2021-01-03 03:15:00","63.3305454416769"
"2021-01-03 03:15:00"," 414","2021-01-03 03:15:00","2021-01-03 03:30:00","25.1042080307963"
"2021-01-03 03:30:00"," 415","2021-01-03 03:30:00","2021-01-03 03:45:00","22.9692952622696"
"2021-01-03 03:45:00"," 416","2021-01-03 03:45:00","2021-01-03 04:00:00","24.0184244458843"
"2021-01-03 04:00:00"," 417","2021-01-03 04:00:00","2021-01-03 04:15:00","22.7164985950255"
"2021-01-03 04:15:00"," 418","2021-01-03 04:15:00","2021-01-03 04:30:00","22.9296804596135"
"2021-01-03 04:30:00"," 419","2021-01-03 04:30:00","2021-01-03 04:45:00","21.8510853734446"
"2021-01-03 04:45:00"," 420","2021-01-03 04:45:00","2021-01-03 05:00:00","24.3358101116841"
"2021-01-03 05:00:00"," 421","2021-01-03 05:00:00","2021-01-03 05:15:00","27.9300400266314"
"2021-01-03 05:15:00"," 422","2021-01-03 05:15:00","2021-01-03 05:30:00","30.4843619201327"
"2021-01-03 05:30:00"," 423","2021-01-03 05:30:00","2021-01-03 05:45:00","31.4517123646064"
"2021-01-03 05:45:00"," 424","2021-01-03 05:45:00","2021-01-03 06:00:00","32.7558079115989"
"2021-01-03 06:00:00"," 425","2021-01-03 06:00:00","2021-01-03 06:15:00","31.1449827669759"
"2021-01-03 06:15:00"," 426","2021-01-03 06:15:00","2021-01-03 06:30:00","32.5186813705824"
"2021-01-03 06:30:00"," 427","2021-01-03 06:30:00","2021-01-03 06:45:00","48.9235727321802"
"2021-01-03 06:45:00"," 428","2021-01-03 06:45:00","2021-01-03 07:00:00","42.4478679391345"
"2021-01-03 07:00:00"," 429","2021-01-03 07:00:00","2021-01-03 07:15:00","53.3658765800671"
"2021-01-03 07:15:00"," 430","2021-01-03 07:15:00","2021-01-03 07:30:00","67.1768377375665"
"2021-01-03 07:30:00"," 431","2021-01-03 07:30:00","2021-01-03 07:45:00","76.9360070786844"
"2021-01-03 07:45:00"," 432","2021-01-03 07:45:00","2021-01-03 08:00:00","86.996881544833"
"2021-01-03 08:00:00"," 433","2021-01-03 08:00:00","2021-01-03 08:15:00","85.8854764157937"
"2021-01-03 08:15:00"," 434","2021-01-03 08:15:00","2021-01-03 08:30:00","83.9212150792526"
"2021-01-03 08:30:00"," 435","2021-01-03 08:30:00","2021-01-03 08:45:00","87.9367382504431"
"2021-01-03 08:45:00"," 436","2021-01-03 08:45:00","2021-01-03 09:00:00","72.4700250426954"
"2021-01-03 09:00:00"," 437","2021-01-03 09:00:00","2021-01-03 09:15:00","56.0651446671251"
"2021-01-03 09:15:00"," 438","2021-01-03 09:15:00","2021-01-03 09:30:00","53.6631511229453"
"2021-01-03 09:30:00"," 439","2021-01-03 09:30:00","2021-01-03 09:45:00","50.6572355392014"
"2021-01-03 09:45:00"," 440","2021-01-03 09:45:00","2021-01-03 10:00:00","49.290860931992"
"2021-01-03 10:00:00"," 441","2021-01-03 10:00:00","2021-01-03 10:15:00","48.0515278838977"
"2021-01-03 10:15:00"," 442","2021-01-03 10:15:00","2021-01-03 10:30:00","46.8155091531281"
"2021-01-03 10:30:00"," 443","2021-01-03 10:30:00","2021-01-03 10:45:00","45.5737646361591"
"2021-01-03 10:45:00"," 444","2021-01-03 10:45:00","2021-01-03 11:00:00","43.7177440821677"
"2021-01-03 11:00:00"," 445","2021-01-03 11:00:00","2021-01-03 11:15:00","45.1245164910638"
"2021-01-03 11:15:00"," 446","2021-01-03 11:15:00","2021-01-03 11:30:00","45.8939001682317"
"2021-01-03 11:30:00"," 447","2021-01-03 11:30:00","2021-01-03 11:45:00","46.6908560937122"
"2021-01-03 11:45:00"," 448","2021-01-03 11:45:00","2021-01-03 12:00:00","46.671285983488"
"2021-01-03 12:00:00"," 449","2021-01-03 12:00:00","2021-01-03 12:15:00","46.5792931997921"
"2021-01-03 12:15:00"," 450","2021-01-03 12:15:00","2021-01-03 12:30:00","46.4772633566216"
"2021-01-03 12:30:00"," 451","2021-01-03 12:30:00","2021-01-03 12:45:00","46.3710325381292"
"2021-01-03 12:45:00"," 452","2021-01-03 12:45:00","2021-01-03 13:00:00","41.5129945171268"
"2021-01-03 13:00:00"," 453","2021-01-03 13:00:00","2021-01-03 13:15:00","47.5074699813895"
"2021-01-03 13:15:00"," 454","2021-01-03 13:15:00","2021-01-03 13:30:00","44.8790981188037"
"2021-01-03 13:30:00"," 455","2021-01-03 13:30:00","2021-01-03 13:45:00","44.2960962783054"
"2021-01-03 13:45:00"," 456","2021-01-03 13:45:00","2021-01-03 14:00:00","46.2199204516963"
"2021-01-03 14:00:00"," 457","2021-01-03 14:00:00","2021-01-03 14:15:00","43.847505974894"
"2021-01-03 14:15:00"," 458","2021-01-03 14:15:00","2021-01-03 14:30:00","44.6506989890174"
"2021-01-03 14:30:00"," 459","2021-01-03 14:30:00","2021-01-03 14:45:00","40.7351665572151"
"2021-01-03 14:45:00"," 460","2021-01-03 14:45:00","2021-01-03 15:00:00","40.4597287604228"
"2021-01-03 15:00:00"," 461","2021-01-03 15:00:00","2021-01-03 15:15:00","46.3219252604027"
"2021-01-03 15:15:00"," 462","2021-01-03 15:15:00","2021-01-03 15:30:00","48.2451327688541"
"2021-01-03 15:30:00"," 463","2021-01-03 15:30:00","2021-01-03 15:45:00","54.0205646216524"
"2021-01-03 15:45:00"," 464","2021-01-03 15:45:00","2021-01-03 16:00:00","76.8196617133394"
"2021-01-03 16:00:00"," 465","2021-01-03 16:00:00","2021-01-03 16:15:00","79.3938131633797"
"2021-01-03 16:15:00"," 466","2021-01-03 16:15:00","2021-01-03 16:30:00","80.6247621488025"
"2021-01-03 16:30:00"," 467","2021-01-03 16:30:00","2021-01-03 16:45:00","106.904933282028"
"2021-01-03 16:45:00"," 468","2021-01-03 16:45:00","2021-01-03 17:00:00","130.752092325854"
"2021-01-03 17:00:00"," 469","2021-01-03 17:00:00","2021-01-03 17:15:00","162.048867911927"
"2021-01-03 17:15:00"," 470","2021-01-03 17:15:00","2021-01-03 17:30:00","232.829002689847"
"2021-01-03 17:30:00"," 471","2021-01-03 17:30:00","2021-01-03 17:45:00","252.955756965227"
"2021-01-03 17:45:00"," 472","2021-01-03 17:45:00","2021-01-03 18:00:00","260.58132673483"
"2021-01-03 18:00:00"," 473","2021-01-03 18:00:00","2021-01-03 18:15:00","235.06807725068"
"2021-01-03 18:15:00"," 474","2021-01-03 18:15:00","2021-01-03 18:30:00","288.868700870436"
"2021-01-03 18:30:00"," 475","2021-01-03 18:30:00","2021-01-03 18:45:00","228.107793577474"
"2021-01-03 18:45:00"," 476","2021-01-03 18:45:00","2021-01-03 19:00:00","230.270547970242"
"2021-01-03 19:00:00"," 477","2021-01-03 19:00:00","2021-01-03 19:15:00","249.11332052068"
"2021-01-03 19:15:00"," 478","2021-01-03 19:15:00","2021-01-03 19:30:00","263.459871114512"
"2021-01-03 19:30:00"," 479","2021-01-03 19:30:00","2021-01-03 19:45:00","210.073191927762"
"2021-01-03 19:45:00"," 480","2021-01-03 19:45:00","2021-01-03 20:00:00","208.870559516156"
"2021-01-03 20:00:00"," 481","2021-01-03 20:00:00","2021-01-03 20:15:00","208.725249117741"
"2021-01-03 20:15:00"," 482","2021-01-03 20:15:00","2021-01-03 20:30:00","139.499954260867"
"2021-01-03 20:30:00"," 483","2021-01-03 20:30:00","2021-01-03 20:45:00","105.648052057293"
"2021-01-03 20:45:00"," 484","2021-01-03 20:45:00","2021-01-03 21:00:00","96.2178362686284"
"2021-01-03 21:00:00"," 485","2021-01-03 21:00:00","2021-01-03 21:15:00","81.3333239936155"
"2021-01-03 21:15:00"," 486","2021-01-03 21:15:00","2021-01-03 21:30:00","67.7624945570453"
"2021-01-03 21:30:00"," 487","2021-01-03 21:30:00","2021-01-03 21:45:00","85.268905204978"
"2021-01-03 21:45:00"," 488","2021-01-03 21:45:00","2021-01-03 22:00:00","98.2214527233487"
"2021-01-03 22:00:00"," 489","2021-01-03 22:00:00","2021-01-03 22:15:00","120.543117960516"
"2021-01-03 22:15:00"," 490","2021-01-03 22:15:00","2021-01-03 22:30:00","92.4409940976143"
"2021-01-03 22:30:00"," 491","2021-01-03 22:30:00","2021-01-03 22:45:00","81.4890631105725"
"2021-01-03 22:45:00"," 492","2021-01-03 22:45:00","2021-01-03 23:00:00","60.3960625148261"
"2021-01-03 23:00:00"," 493","2021-01-03 23:00:00","2021-01-03 23:15:00","68.1172215332348"
"2021-01-03 23:15:00"," 494","2021-01-03 23:15:00","2021-01-03 23:30:00","69.8693830298759"
"2021-01-03 23:30:00"," 495","2021-01-03 23:30:00","2021-01-03 23:45:00","54.0179646143214"
"2021-01-03 23:45:00"," 496","2021-01-03 23:45:00","2021-01-04 00:00:00","46.9207382343627"
"2021-01-04"," 497","2021-01-04 00:00:00","2021-01-04 00:15:00","40.5439995248599"
"2021-01-04 00:15:00"," 498","2021-01-04 00:15:00","2021-01-04 00:30:00","34.2235851946557"
"2021-01-04 00:30:00"," 499","2021-01-04 00:30:00","2021-01-04 00:45:00","33.1001871254843"
"2021-01-04 00:45:00"," 500","2021-01-04 00:45:00","2021-01-04 01:00:00","28.6525798689151"
"2021-01-04 01:00:00"," 501","2021-01-04 01:00:00","2021-01-04 01:15:00","27.4285596244103"
"2021-01-04 01:15:00"," 502","2021-01-04 01:15:00","2021-01-04 01:30:00","26.7227736547683"
"2021-01-04 01:30:00"," 503","2021-01-04 01:30:00","2021-01-04 01:45:00","28.263454631559"
"2021-01-04 01:45:00"," 504","2021-01-04 01:45:00","2021-01-04 02:00:00","25.8464472108663"
"2021-01-04 02:00:00"," 505","2021-01-04 02:00:00","2021-01-04 02:15:00","26.4098432753421"
"2021-01-04 02:15:00"," 506","2021-01-04 02:15:00","2021-01-04 02:30:00","27.6714390981573"
"2021-01-04 02:30:00"," 507","2021-01-04 02:30:00","2021-01-04 02:45:00","27.8850177647109"
"2021-01-04 02:45:00"," 508","2021-01-04 02:45:00","2021-01-04 03:00:00","32.0848324113956"
"2021-01-04 03:00:00"," 509","2021-01-04 03:00:00","2021-01-04 03:15:00","35.5855359719628"
"2021-01-04 03:15:00"," 510","2021-01-04 03:15:00","2021-01-04 03:30:00","36.0698408551233"
"2021-01-04 03:30:00"," 511","2021-01-04 03:30:00","2021-01-04 03:45:00","40.0041802141585"
"2021-01-04 03:45:00"," 512","2021-01-04 03:45:00","2021-01-04 04:00:00","43.0176099624253"
"2021-01-04 04:00:00"," 513","2021-01-04 04:00:00","2021-01-04 04:15:00","41.0645096934679"
"2021-01-04 04:15:00"," 514","2021-01-04 04:15:00","2021-01-04 04:30:00","38.2440978547895"
"2021-01-04 04:30:00"," 515","2021-01-04 04:30:00","2021-01-04 04:45:00","43.6619560451815"
"2021-01-04 04:45:00"," 516","2021-01-04 04:45:00","2021-01-04 05:00:00","42.5956050848129"
"2021-01-04 05:00:00"," 517","2021-01-04 05:00:00","2021-01-04 05:15:00","44.8146991390308"
"2021-01-04 05:15:00"," 518","2021-01-04 05:15:00","2021-01-04 05:30:00","41.6383571895432"
"2021-01-04 05:30:00"," 519","2021-01-04 05:30:00","2021-01-04 05:45:00","38.9323858953616"
"2021-01-04 05:45:00"," 520","2021-01-04 05:45:00","2021-01-04 06:00:00","44.8622424584941"
"2021-01-04 06:00:00"," 521","2021-01-04 06:00:00","2021-01-04 06:15:00","42.2879053809789"
"2021-01-04 06:15:00"," 522","2021-01-04 06:15:00","2021-01-04 06:30:00","38.8518969748887"
"2021-01-04 06:30:00"," 523","2021-01-04 06:30:00","2021-01-04 06:45:00","39.4683767717809"
"2021-01-04 06:45:00"," 524","2021-01-04 06:45:00","2021-01-04 07:00:00","40.5050848262772"
"2021-01-04 07:00:00"," 525","2021-01-04 07:00:00","2021-01-04 07:15:00","46.9226219415879"
"2021-01-04 07:15:00"," 526","2021-01-04 07:15:00","2021-01-04 07:30:00","50.0223751489611"
"2021-01-04 07:30:00"," 527","2021-01-04 07:30:00","2021-01-04 07:45:00","48.2540424280121"
"2021-01-04 07:45:00"," 528","2021-01-04 07:45:00","2021-01-04 08:00:00","58.3879909819163"
"2021-01-04 08:00:00"," 529","2021-01-04 08:00:00","2021-01-04 08:15:00","61.2317751456196"
"2021-01-04 08:15:00"," 530","2021-01-04 08:15:00","2021-01-04 08:30:00","81.9819574301743"
"2021-01-04 08:30:00"," 531","2021-01-04 08:30:00","2021-01-04 08:45:00","97.5095573608905"
"2021-01-04 08:45:00"," 532","2021-01-04 08:45:00","2021-01-04 09:00:00","81.9337948584041"
"2021-01-04 09:00:00"," 533","2021-01-04 09:00:00","2021-01-04 09:15:00","77.9398369612519"
"2021-01-04 09:15:00"," 534","2021-01-04 09:15:00","2021-01-04 09:30:00","71.6457587660604"
"2021-01-04 09:30:00"," 535","2021-01-04 09:30:00","2021-01-04 09:45:00","71.7643051062336"
"2021-01-04 09:45:00"," 536","2021-01-04 09:45:00","2021-01-04 10:00:00","73.1201760861069"
"2021-01-04 10:00:00"," 537","2021-01-04 10:00:00","2021-01-04 10:15:00","74.5719485373586"
"2021-01-04 10:15:00"," 538","2021-01-04 10:15:00","2021-01-04 10:30:00","76.0262461139624"
"2021-01-04 10:30:00"," 539","2021-01-04 10:30:00","2021-01-04 10:45:00","77.4762426544183"
"2021-01-04 10:45:00"," 540","2021-01-04 10:45:00","2021-01-04 11:00:00","62.4357840122176"
"2021-01-04 11:00:00"," 541","2021-01-04 11:00:00","2021-01-04 11:15:00","52.0322268018744"
"2021-01-04 11:15:00"," 542","2021-01-04 11:15:00","2021-01-04 11:30:00","63.7111325924736"
"2021-01-04 11:30:00"," 543","2021-01-04 11:30:00","2021-01-04 11:45:00","76.67947178688"
"2021-01-04 11:45:00"," 544","2021-01-04 11:45:00","2021-01-04 12:00:00","138.095245087248"
"2021-01-04 12:00:00"," 545","2021-01-04 12:00:00","2021-01-04 12:15:00","202.949462440654"
"2021-01-04 12:15:00"," 546","2021-01-04 12:15:00","2021-01-04 12:30:00","267.612495775929"
"2021-01-04 12:30:00"," 547","2021-01-04 12:30:00","2021-01-04 12:45:00","331.863202010413"
